Unique_ID,MORTGAGE NUMBER,PROPERTY VALUE,MORTGAGE PAYMENT,GDS,LTV,TDS,AMORTIZATION,MORTGAGE AMOUNT,RATE,MORTGAGE PURPOSE,PAYMENT FREQUENCY,PROPERTY TYPE,TERM,FSA,AGE RANGE,GENDER,INCOME,INCOME TYPE,NAICS CODE,CREDIT SCORE,RESULT
CAX_Train_4488,4488,760000,5406,37.76,70.0,40.88,360,1036000.0,4.0,Refinance,Monthly,Single Detached,12,L4C,55-59,Female,178000,8,44-45,654,FUNDED
CAX_Train_126,126,500000,1502,161.58,40.0,161.58,300,204000.0,5.0,Refinance,Monthly,Single Detached,12,N0B,60-64,Male,12000,6,81,582,FUNDED
CAX_Train_8069,8069,418000,1864,30.63,80.0,34.19,360,380000.0,3.75,Refinance,Monthly,Semi-Detached,12,L4T,35-39,Male,77000,8,48-49,741,FUNDED
CAX_Train_16076,16076,540000,2506,37.99,75.0,37.99,360,405000.0,5.0,Refinance,Monthly,Single Detached,12,L6P,30-34,Female,44000,2,56,535,FUNDED
CAX_Train_18492,18492,300000,486,12.77,33.333,14.17,360,100000.0,4.25,Refinance,Monthly,Duplex,12,T3J,50-54,Male,60000,8,81,847,NOT FUNDED
CAX_Train_27315,27315,220000,1022,35.79,65.0,35.79,360,143000.0,5.25,Refinance,Monthly,Single Detached,12,L8H,40-44,Male,63000,2,56,596,FUNDED
CAX_Train_33048,33048,1035000,4615,33.88,80.0,44.2,360,828000.0,4.5,Refinance,Monthly,Single Detached,12,L6P,55-59,Female,169000,8,72,570,FUNDED
CAX_Train_1000,1000,1200000,5820,19.46,75.0,39.94,360,950000.0,5.5,Refinance,Monthly,Single Detached,12,M1E,35-39,Male,365000,8,62,527,NOT FUNDED
CAX_Train_24252,24252,535000,2396,37.92,55.556000000000004,37.92,360,400000.0,5.5,Refinance,Monthly,Single Detached,12,N3C,40-44,Female,79000,2,56,471,NOT FUNDED
CAX_Train_1046,1046,700000,3373,38.44,80.0,38.55,300,560000.0,4.5,Refinance,Monthly,Single Detached,12,L4T,40-44,Male,110000,8,81,843,NOT FUNDED
CAX_Train_34419,34419,597000,2527,10.72,75.0,35.84,360,447750.0,5.0,Refinance,Monthly,Single Detached,12,M1E,55-59,Male,294000,8,54,832,FUNDED
CAX_Train_10527,10527,246000,1261,19.21,59.06,34.57,360,189000.0,4.5,Purchase,Monthly,Single Detached,12,N5A,55-59,Female,220000,8,44-45,726,FUNDED
CAX_Train_3617,3617,479000,2389,26.01,80.0,32.41,360,407453.45,4.75,Purchase,Monthly,Single Detached,12,L7A,40-44,Male,86000,2,56,709,FUNDED
CAX_Train_17790,17790,485000,2029,15.97,75.0,23.0,300,363750.0,4.25,Refinance,Monthly,Single Detached,12,A1A,40-44,Male,160000,2,54,670,FUNDED
CAX_Train_42705,42705,400000,1979,24.14,80.0,28.71,360,320000.0,5.0,Refinance,Monthly,Single Detached,12,K2G,40-44,Unknown,120000,8,23,633,NOT FUNDED
CAX_Train_38136,38136,320000,1430,19.82,79.7,29.68,360,254792.0,4.0,Purchase,Monthly,Single Detached,12,L1C,25-29,Female,145000,2,62,778,FUNDED
CAX_Train_31113,31113,350000,870,39.84,37.32,41.48,360,130000.0,4.0,Purchase,Monthly,Semi-Detached,12,L6S,25-29,Male,31000,2,48-49,631,FUNDED
CAX_Train_27524,27524,455000,1313,42.98,46.51,42.98,360,200000.0,4.75,Refinance,Monthly,Single Detached,24,L0M,50-54,Female,34000,8,81,686,FUNDED
CAX_Train_39316,39316,750000,3066,22.49,65.0,25.63,360,562500.0,5.5,Refinance,Monthly,Single Detached,12,T2M,50-54,Male,237000,8,72,540,NOT FUNDED
CAX_Train_28581,28581,890000,3073,13.12,65.0,42.9,360,578500.0,4.0,Purchase,Monthly,Single Detached,12,L3Y,30-34,Female,118000,2,62,788,FUNDED
CAX_Train_44420,44420,635000,3843,36.86,79.22,43.67,360,600000.0,5.0,Refinance,Monthly,Single Detached,24,L6P,35-39,Female,130000,8,71,557,FUNDED
CAX_Train_4083,4083,305000,1087,18.05,50.82,18.05,360,150000.0,5.25,Refinance,Monthly,Single Detached,36,K1Z,70 and over,Male,14000,6,81,0,FUNDED
CAX_Train_8039,8039,430000,1832,-0.24,75.0,31.39,360,349425.0,4.75,Purchase,Monthly,High Rise,12,M5V,50-54,Female,330000,8,72,0,NOT FUNDED
CAX_Train_32150,32150,403000,1798,4.98,75.0,35.37,360,302250.0,5.0,Purchase,Monthly,Single Detached,12,T3K,45-49,Male,68000,2,56,639,FUNDED
CAX_Train_18025,18025,324000,1431,14.37,80.0,18.75,360,259200.0,4.0,Purchase,Monthly,Townhouse Condominium,12,L3X,45-49,Unknown,187000,8,44-45,717,FUNDED
CAX_Train_38015,38015,461000,1925,3.16,75.0,40.18,360,368720.0,4.5,Purchase,Monthly,Single Detached,12,V5S,60-64,Female,175000,8,72,747,FUNDED
CAX_Train_24392,24392,585000,1260,25.04,28.21,25.04,300,165000.0,5.5,Refinance,Monthly,Single Detached,12,M1V,45-49,Male,70000,8,72,540,FUNDED
CAX_Train_15265,15265,1275000,4954,34.03,75.15,42.5,360,956250.0,4.0,Purchase,Monthly,Single Detached,12,V4N,45-49,Male,180000,8,62,713,FUNDED
CAX_Train_24891,24891,1690000,5848,47.26,64.55,50.5,360,1320000.0,4.0,Refinance,Monthly,Single Detached,24,L6A,50-54,Female,217000,8,54,689,FUNDED
CAX_Train_27264,27264,190000,958,34.16,75.0,38.26,360,142500.0,5.0,Refinance,Monthly,Single Detached,36,N6E,35-39,Female,42000,2,62,611,FUNDED
CAX_Train_41475,41475,1315000,5425,35.49,80.0,38.28,360,1052000.0,4.0,Purchase,Monthly,Single Detached,12,L4C,50-54,Male,297000,8,23,728,FUNDED
CAX_Train_27306,27306,322000,1389,26.11,80.0,37.31,360,257685.8,3.75,Purchase,Monthly,Townhouse Condominium,12,L7C,45-49,Male,130000,8,81,650,FUNDED
CAX_Train_41994,41994,210000,902,28.71,65.0,28.71,360,168000.0,4.5,Purchase,Monthly,High Rise,12,M6K,55-59,Female,45000,8,81,692,FUNDED
CAX_Train_21309,21309,530000,2739,41.6,80.0,41.78,360,424000.0,6.0,Purchase,Monthly,Single Detached,12,M1P,35-39,Male,82000,2,44-45,727,FUNDED
CAX_Train_39083,39083,339000,800,40.36,80.0,47.46,360,271200.0,5.0,Purchase,Bi-Weekly,Single Detached,12,L4N,55-59,Male,62000,2,56,733,FUNDED
CAX_Train_15269,15269,400000,1591,32.5,74.01,40.69,360,300300.0,3.75,Purchase,Monthly,High Rise,12,M2N,35-39,Female,70000,8,54,776,FUNDED
CAX_Train_19062,19062,625000,3100,25.6,80.0,29.61,360,500000.0,5.25,Purchase,Monthly,Semi-Detached,36,L0R,40-44,Male,150000,8,56,528,NOT FUNDED
CAX_Train_1259,1259,950000,3695,57.75,51.68,63.44,360,530000.0,6.0,Refinance,Monthly,Single Detached,12,M8Z,65-69,Male,73000,6,56,839,FUNDED
CAX_Train_21533,21533,425000,1941,37.26,75.0,37.26,360,318750.0,4.5,Refinance,Monthly,Single Detached,12,L9C,55-59,Male,66000,2,56,527,FUNDED
CAX_Train_2948,2948,850000,3275,26.09,74.753,40.63,360,637500.0,4.0,Purchase,Monthly,Single Detached,6,L5M,40-44,Male,155000,8,42,767,NOT FUNDED
CAX_Train_7972,7972,850000,3072,26.71,78.18,30.35,360,559000.0,4.0,Refinance,Monthly,Single Detached,12,L6Y,30-34,Male,143000,8,48-49,745,FUNDED
CAX_Train_29504,29504,480000,2530,37.14,80.0,42.98,360,384000.0,5.5,Refinance,Monthly,Semi-Detached,12,L4H,45-49,Female,85000,8,55,629,NOT FUNDED
CAX_Train_14612,14612,580000,3377,32.0,65.0,41.78,360,650000.0,5.0,Refinance,Monthly,Townhouse Freehold,12,M4Y,70 and over,Male,130000,8,56,580,NOT FUNDED
CAX_Train_17759,17759,140000,725,14.84,65.0,14.84,300,91000.0,6.0,Refinance,Monthly,Townhouse Freehold,12,J2J,40-44,Male,67000,2,23,0,FUNDED
CAX_Train_16353,16353,244000,1146,20.68,80.0,38.46,360,195592.0,4.25,Purchase,Monthly,High Rise,12,M9B,70 and over,Unknown,79000,2,31-33,670,FUNDED
CAX_Train_9627,9627,455000,1002,40.53,80.0,41.42,360,364000.0,5.0,Refinance,Bi-Weekly,Townhouse Freehold,12,M8V,45-49,Female,70000,2,61,670,FUNDED
CAX_Train_15395,15395,270000,1420,36.95,69.44,43.87,360,250000.0,4.75,Refinance,Monthly,High Rise,12,M1B,55-59,Male,60000,8,44-45,746,FUNDED
CAX_Train_42014,42014,810000,3113,39.93,74.07,39.93,360,600000.0,4.0,Purchase,Monthly,Single Detached,12,M1V,35-39,Male,88000,8,31-33,741,FUNDED
CAX_Train_22131,22131,475000,2286,36.24,75.0,37.21,360,356250.0,4.0,Refinance,Monthly,Single Detached,12,L2J,35-39,Male,75000,8,23,761,FUNDED
CAX_Train_17414,17414,380000,1509,27.58,65.0,37.76,360,285000.0,4.75,Purchase,Monthly,Single Detached,24,T5T,50-54,Male,78000,8,92,684,NOT FUNDED
CAX_Train_3173,3173,320000,1376,4.06,65.0,29.74,360,208000.0,5.0,Purchase,Monthly,Townhouse Freehold,12,N4G,35-39,Unknown,160000,8,54,643,FUNDED
CAX_Train_43561,43561,223000,1096,1.96,75.0,15.69,360,178000.0,4.5,Purchase,Monthly,Single Detached,36,L8S,50-54,Male,120000,8,52,599,FUNDED
CAX_Train_18527,18527,315000,1470,31.24,75.0,32.04,360,236250.0,4.5,Purchase,Monthly,Townhouse Freehold,36,K1T,40-44,Male,60000,3,72,830,FUNDED
CAX_Train_17594,17594,865000,4107,26.97,80.0,31.2,360,692000.0,4.75,Refinance,Monthly,Single Detached,12,L1T,35-39,Male,188000,8,71,631,FUNDED
CAX_Train_41870,41870,175000,1122,20.29,75.0,27.58,300,131250.0,6.0,Refinance,Monthly,Single Detached,24,K8A,45-49,Male,72000,2,56,642,FUNDED
CAX_Train_4019,4019,590000,2285,30.56,80.0,30.56,360,472000.0,3.5,Refinance,Monthly,Townhouse Freehold,12,M1B,40-44,Male,94000,2,56,759,FUNDED
CAX_Train_10448,10448,740000,3114,24.1,75.0,27.98,360,555000.0,4.75,Purchase,Monthly,Semi-Detached,12,M5T,30-34,Female,160000,2,23,636,FUNDED
CAX_Train_35305,35305,208000,969,26.23,70.0,31.96,360,145600.0,5.0,Purchase,Monthly,High Rise,12,L6Y,35-39,Unknown,64000,2,44-45,564,FUNDED
CAX_Train_41627,41627,303000,1075,5.29,65.0,35.49,360,196950.0,3.5,Purchase,Monthly,High Rise,12,M6K,55-59,Male,121000,8,56,661,NOT FUNDED
CAX_Train_27208,27208,390000,1777,24.48,80.0,27.74,360,312000.0,4.0,Purchase,Monthly,Single Detached,12,L1S,45-49,Male,92000,2,54,743,FUNDED
CAX_Train_14925,14925,320000,1296,33.42,56.25,34.81,360,180000.0,5.25,Refinance,Monthly,Single Detached,36,K7P,35-39,Female,33000,6,81,664,FUNDED
CAX_Train_18462,18462,343000,712,24.97,78.54,35.03,360,269400.0,4.0,Refinance,Bi-Weekly,Single Detached,12,L4N,35-39,Unknown,81000,2,56,693,FUNDED
CAX_Train_2555,2555,700000,3081,40.82,61.11,40.94,360,550000.0,4.25,Refinance,Monthly,Single Detached,12,L5L,45-49,Unknown,95000,8,54,815,FUNDED
CAX_Train_33444,33444,205000,915,19.47,75.0,41.03,360,173825.0,5.0,Purchase,Monthly,High Rise,36,M1W,40-44,Unknown,77000,2,54,687,FUNDED
CAX_Train_43436,43436,240000,1142,5.0,80.0,41.62,360,191600.0,4.0,Purchase,Monthly,Townhouse Condominium,12,L1V,25-29,Female,113000,2,44-45,753,FUNDED
CAX_Train_41609,41609,450000,1585,39.32,53.338,39.32,300,240000.0,4.75,Refinance,Monthly,Single Detached,12,M1K,55-59,Female,55000,19,72,0,NOT FUNDED
CAX_Train_21036,21036,379000,1227,3.73,49.988,74.01,360,246669.0,4.25,Purchase,Monthly,High Rise,12,M2N,55-59,Male,52000,2,48-49,766,NOT FUNDED
CAX_Train_40911,40911,460000,1546,21.07,65.71,32.26,360,299000.0,4.5,Refinance,Monthly,High Rise,24,V5X,60-64,Male,100000,8,54,679,FUNDED
CAX_Train_5554,5554,276000,1292,26.26,79.64,40.7,360,222829.6,5.0,Purchase,Monthly,Townhouse Condominium,12,V2T,65-69,Male,72000,5,62,763,FUNDED
CAX_Train_30104,30104,525000,2623,38.22,80.0,43.21,360,419816.79,4.0,Purchase,Monthly,Single Detached,12,L6P,40-44,Male,106000,2,56,661,FUNDED
CAX_Train_22285,22285,400000,2751,41.84,63.8,47.61,360,400000.0,5.75,Refinance,Monthly,Single Detached,36,N3T,50-54,Male,85000,8,81,593,FUNDED
CAX_Train_21711,21711,940000,3925,21.13,75.0,30.8,360,705000.0,4.25,Purchase,Monthly,Single Detached,12,T3P,50-54,Male,230000,8,22,673,NOT FUNDED
CAX_Train_29706,29706,905000,3990,52.26,52.31,55.96,360,680000.0,4.5,Refinance,Monthly,Single Detached,12,L4S,45-49,Female,94000,2,56,696,FUNDED
CAX_Train_33439,33439,735000,1495,49.07,35.211,49.07,360,250000.0,4.5,Purchase,Monthly,Single Detached,24,M9V,Under 25,Male,39000,2,54,763,FUNDED
CAX_Train_27188,27188,2370000,4309,41.77,70.36,45.08,360,1540500.0,4.5,Purchase,Bi-Weekly,Single Detached,12,L7B,50-54,Female,190000,8,44-45,651,FUNDED
CAX_Train_44633,44633,512000,784,43.55,15.62,43.55,360,77000.0,5.5,Purchase,Monthly,Single Detached,24,L2H,65-69,Female,26000,2,62,560,FUNDED
CAX_Train_20444,20444,540000,2647,38.29,80.0,40.33,360,432000.0,4.75,Refinance,Monthly,Single Detached,24,L1V,45-49,Female,86000,2,61,555,FUNDED
CAX_Train_31349,31349,495000,5701,28.31,75.0,41.24,360,1000000.0,5.75,Refinance,Monthly,Single Detached,12,L6B,50-54,Female,248000,8,23,823,NOT FUNDED
CAX_Train_22115,22115,380000,1817,32.86,66.44800000000001,38.15,360,246935.0,6.0,Purchase,Monthly,Single Detached,12,B3T,40-44,Male,70000,8,11,626,NOT FUNDED
CAX_Train_23056,23056,590000,1376,21.22,80.0,36.44,360,470000.0,5.75,Refinance,Bi-Weekly,Single Detached,12,L4N,50-54,Unknown,176000,2,62,571,FUNDED
CAX_Train_26754,26754,1600000,5781,18.33,62.5,48.83,360,1040000.0,5.0,Purchase,Monthly,Single Detached,12,M2N,Under 25,Female,385000,8,23,732,FUNDED
CAX_Train_4204,4204,700000,2591,29.8,49.412,30.48,360,420000.0,4.25,Refinance,Monthly,Single Detached,12,L6P,45-49,Male,109000,8,48-49,682,NOT FUNDED
CAX_Train_5270,5270,302000,1178,13.89,75.0,33.6,360,226867.5,4.0,Purchase,Monthly,High Rise,12,M5B,50-54,Male,120000,2,72,779,FUNDED
CAX_Train_36724,36724,890000,3915,43.71,59.736999999999995,43.71,360,525000.0,7.0,Refinance,Monthly,Single Detached,12,L6X,40-44,Male,82000,2,56,480,NOT FUNDED
CAX_Train_31230,31230,415000,1887,19.23,80.0,28.0,360,332000.0,3.75,Refinance,Monthly,Single Detached,36,T8N,35-39,Male,124000,2,54,786,FUNDED
CAX_Train_29571,29571,341000,1650,2.44,75.0,20.14,360,272792.0,5.0,Purchase,Monthly,High Rise,36,A1A,30-34,Male,200000,8,23,600,NOT FUNDED
CAX_Train_3449,3449,385000,1750,3.58,65.0,38.45,300,250250.0,5.25,Refinance,Monthly,Single Detached,12,L3C,30-34,Female,97000,8,71,802,NOT FUNDED
CAX_Train_23537,23537,245000,1138,36.29,75.0,36.57,360,184050.0,4.5,Purchase,Monthly,High Rise,12,M5E,25-29,Male,43000,2,44-45,812,FUNDED
CAX_Train_42429,42429,355000,1568,24.45,75.0,41.82,360,266250.0,4.75,Refinance,Monthly,Single Detached,12,N2B,50-54,Male,110000,8,44-45,566,FUNDED
CAX_Train_18671,18671,279000,1547,43.18,75.0,44.38,360,209250.0,5.75,Purchase,Monthly,Single Detached,12,L2S,35-39,Male,63000,8,23,0,FUNDED
CAX_Train_27721,27721,206000,732,7.98,53.91,38.56,360,111000.0,4.25,Purchase,Monthly,High Rise,12,M4Y,35-39,Male,135000,8,23,716,FUNDED
CAX_Train_8649,8649,400000,1717,27.55,73.25,28.93,360,293000.0,4.0,Refinance,Monthly,Townhouse Freehold,12,L3Z,55-59,Female,80000,8,54,736,FUNDED
CAX_Train_39188,39188,451000,1946,24.02,80.0,38.53,360,360760.0,3.5,Purchase,Monthly,Single Detached,6,L3X,45-49,Male,96000,8,55,728,FUNDED
CAX_Train_41109,41109,425000,800,35.99,35.294000000000004,56.24,360,150000.0,5.0,Refinance,Monthly,Single Detached,36,L3Z,45-49,Male,40000,8,81,0,NOT FUNDED
CAX_Train_37332,37332,789000,3153,26.03,80.0,33.09,360,631200.0,3.5,Purchase,Monthly,Single Detached,12,L3P,30-34,Female,150000,8,54,711,FUNDED
CAX_Train_12934,12934,920000,2462,63.72,38.043,81.47,360,350000.0,5.0,Purchase,Monthly,Single Detached,36,L3Z,35-39,Unknown,49000,2,56,688,FUNDED
CAX_Train_16686,16686,270000,1390,38.88,79.63,41.88,360,215000.0,5.25,Purchase,Monthly,Townhouse Freehold,12,L6S,35-39,Male,46000,2,56,612,FUNDED
CAX_Train_36811,36811,418000,1840,18.02,80.0,46.88,360,334720.0,4.0,Purchase,Monthly,High Rise,12,M5A,50-54,Female,147000,2,62,701,FUNDED
CAX_Train_25450,25450,520000,2467,2.48,72.38,2.48,300,376350.0,4.75,Purchase,Monthly,Single Detached,12,M6C,50-54,Unknown,81000,2,81,817,FUNDED
CAX_Train_13933,13933,165000,844,19.19,75.0,43.92,360,148500.0,5.0,Purchase,Monthly,Townhouse Freehold,12,K9L,60-64,Male,65000,15,56,707,FUNDED
CAX_Train_17503,17503,930000,3747,34.35,80.0,41.43,360,744000.0,4.5,Purchase,Monthly,Single Detached,12,L1V,35-39,Male,155000,8,54,773,NOT FUNDED
CAX_Train_29555,29555,784000,3409,35.07,76.55,35.22,360,600000.0,4.5,Purchase,Monthly,Single Detached,12,M2K,55-59,Unknown,79000,2,56,761,FUNDED
CAX_Train_5217,5217,450000,1958,29.75,75.0,33.43,360,291000.0,4.0,Purchase,Monthly,Single Detached,12,N1T,25-29,Male,90000,8,81,601,FUNDED
CAX_Train_40217,40217,1000000,3390,45.51,65.0,45.63,360,650000.0,4.5,Purchase,Monthly,High Rise,12,V6B,55-59,Female,99000,5,56,816,NOT FUNDED
CAX_Train_32047,32047,264000,1252,17.54,75.0,32.22,360,220000.0,4.75,Refinance,Monthly,Single Detached,12,N3R,30-34,Female,93000,2,61,564,FUNDED
CAX_Train_44874,44874,273000,1230,8.64,75.0,42.88,360,204675.0,4.25,Purchase,Monthly,High Rise,12,M8V,45-49,Male,71000,2,56,702,FUNDED
CAX_Train_10350,10350,650000,763,40.62,69.172,40.62,300,65000.0,8.0,Refinance,Monthly,Single Detached,12,L1K,30-34,Male,95000,8,48-49,533,NOT FUNDED
CAX_Train_7439,7439,799000,3252,35.38,75.375,42.13,360,599250.0,4.0,Purchase,Monthly,Single Detached,12,V9C,25-29,Male,164000,2,52,668,NOT FUNDED
CAX_Train_10207,10207,340000,1387,36.41,65.0,38.89,360,221000.0,3.75,Purchase,Monthly,Single Detached,12,J6Y,40-44,Female,49000,2,54,745,FUNDED
CAX_Train_44143,44143,434000,1998,34.44,80.0,39.78,360,347200.0,4.25,Purchase,Monthly,Single Detached,12,L6S,40-44,Female,73000,2,61,604,FUNDED
CAX_Train_20437,20437,1400000,5191,24.81,64.38,28.75,360,985000.0,4.0,Refinance,Monthly,Semi-Detached,12,M5R,60-64,Male,256000,2,44-45,703,FUNDED
CAX_Train_8212,8212,719000,2727,220.83,65.0,464.37,360,467182.95,4.5,Purchase,Monthly,High Rise,12,M6S,35-39,Unknown,6000,2,56,727,FUNDED
CAX_Train_17360,17360,975000,4433,27.35,75.0,35.12,360,822500.0,4.5,Refinance,Monthly,Single Detached,12,L4A,45-49,Male,200000,8,23,613,NOT FUNDED
CAX_Train_9422,9422,282000,2116,13.1,75.0,45.71,360,378950.0,4.75,Refinance,Monthly,High Rise,12,M5V,55-59,Unknown,65000,2,54,715,FUNDED
CAX_Train_31170,31170,430000,2160,41.02,80.0,41.02,360,360000.0,5.0,Refinance,Monthly,Single Detached,12,L4T,45-49,Male,66000,8,48-49,576,FUNDED
CAX_Train_4494,4494,267000,1310,23.83,75.0,24.0,360,200250.0,5.25,Purchase,Monthly,Semi-Detached,12,N9J,25-29,Male,71000,8,48-49,590,FUNDED
CAX_Train_39602,39602,433000,2023,19.03,77.83,19.03,360,337000.0,4.25,Refinance,Monthly,Single Detached,12,K2J,35-39,Male,70000,8,81,642,FUNDED
CAX_Train_7988,7988,300000,1686,30.71,65.0,44.26,360,246350.0,5.5,Refinance,Monthly,Single Detached,12,N0B,55-59,Female,88000,2,62,701,FUNDED
CAX_Train_45333,45333,385000,780,19.51,64.93,19.88,360,250000.0,4.75,Refinance,Bi-Weekly,Single Detached,12,K1Z,30-34,Male,110000,2,56,637,FUNDED
CAX_Train_28577,28577,291000,1276,39.05,79.52,40.35,360,231000.0,4.0,Purchase,Monthly,Single Detached,12,T5Z,Under 25,Male,42000,2,56,709,FUNDED
CAX_Train_1042,1042,439000,1521,7.79,65.0,10.33,360,329250.0,5.0,Purchase,Monthly,Single Detached,12,P1H,35-39,Male,291000,8,44-45,676,NOT FUNDED
CAX_Train_43990,43990,360000,1822,42.5,80.0,42.72,300,288000.0,4.0,Refinance,Monthly,Single Detached,24,K1T,55-59,Unknown,54000,8,53,754,FUNDED
CAX_Train_33531,33531,3088000,7252,35.24,48.575,36.45,360,1500000.0,4.25,Purchase,Monthly,Single Detached,12,M2L,55-59,Unknown,300000,8,81,791,NOT FUNDED
CAX_Train_34151,34151,301000,1298,3.11,75.0,26.73,360,225675.0,4.5,Purchase,Monthly,High Rise,12,M5V,50-54,Female,181000,8,56,735,FUNDED
CAX_Train_18166,18166,292000,616,29.25,75.0,45.1,360,233600.0,4.0,Purchase,Bi-Weekly Accelerated,Semi-Detached,24,N3R,40-44,Male,73000,2,56,548,FUNDED
CAX_Train_17405,17405,525000,2270,39.5,64.762,39.5,360,340000.0,6.0,Refinance,Monthly,Single Detached,12,M1C,50-54,Male,68000,8,81,0,NOT FUNDED
CAX_Train_151,151,800000,3647,32.12,76.125,33.5,360,800000.0,4.75,Refinance,Monthly,Single Detached,12,L7T,50-54,Male,60000,8,23,0,NOT FUNDED
CAX_Train_25946,25946,242000,1197,16.19,80.0,24.66,360,203000.0,4.25,Purchase,Monthly,Single Detached,24,L1S,25-29,Male,100000,8,23,653,FUNDED
CAX_Train_44190,44190,450000,1993,37.51,74.444,41.88,360,335000.0,4.5,Refinance,Monthly,Townhouse Freehold,36,L4H,Under 25,Female,56000,2,55,759,NOT FUNDED
CAX_Train_18051,18051,460000,2039,30.13,76.09,37.23,360,350000.0,4.25,Refinance,Monthly,Single Detached,24,L7G,50-54,Male,85000,2,44-45,712,FUNDED
CAX_Train_1434,1434,420000,1887,11.8,80.0,42.18,360,335920.0,4.0,Purchase,Monthly,Semi-Detached,12,L6P,50-54,Male,225000,8,53,672,FUNDED
CAX_Train_16580,16580,1100000,4334,41.01,75.0,47.51,360,825000.0,5.0,Refinance,Monthly,Townhouse Condominium,12,M2L,65-69,Female,140000,2,54,0,NOT FUNDED
CAX_Train_25816,25816,200000,879,9.5,75.0,34.62,360,150000.0,4.0,Purchase,Monthly,High Rise,12,H4E,Under 25,Female,125000,8,44-45,771,FUNDED
CAX_Train_38255,38255,294000,1292,0.1,75.0,41.35,360,220417.0,4.0,Purchase,Monthly,High Rise,12,M6K,40-44,Female,350000,2,54,781,FUNDED
CAX_Train_31423,31423,750000,2954,22.76,69.23,25.83,360,450000.0,5.0,Refinance,Monthly,Single Detached,12,L1J,35-39,Male,161000,2,44-45,581,FUNDED
CAX_Train_42352,42352,440000,1882,29.36,80.0,29.36,360,352000.0,4.0,Purchase,Monthly,Townhouse Freehold,12,L9T,45-49,Male,81000,2,56,744,FUNDED
